M,N,K,shape_class,dtype,latency_us_wallclock,latency_us_device,program_us,host_us,cycles_compute,status
11,3,2430,r4,bf16,134.9100,1.2000,1.2056,133.7045,7466,ok
4454,5085,1295,r7,bf16,231.9900,99.0251,99.0308,132.9592,2127839,ok
1603,4,711,r4,bf16,138.4800,1.6869,1.6927,136.7874,11909,ok
1,123,157,r4,bf16,139.6800,1.8096,1.8169,137.8631,765,ok
2207,4634,462,r7,bf16,152.1400,20.2652,20.2704,131.8696,383171,ok
2,1,7,r0,bf16,137.4900,1.2136,1.2245,136.2655,383,ok
5,15,35,r0,bf16,133.7000,1.1387,1.1448,132.5552,386,ok
6106,52,663,r5,bf16,141.9700,3.4157,3.4210,138.5490,38927,ok
15,5481,39,r2,bf16,140.6800,1.3223,1.3274,139.3526,17070,ok
2162,5061,11,r3,bf16,146.9500,16.5610,16.5663,130.3837,101759,ok
16,4705,1634,r6,bf16,143.3200,4.3404,4.3466,138.9734,191437,ok
11,18,613,r4,bf16,144.5000,1.1924,1.1987,143.3013,1964,ok
163,2988,1,r2,bf16,138.8900,2.5547,2.5623,136.3277,13079,ok
34,5041,2,r2,bf16,139.1400,1.5903,1.5957,137.5443,16639,ok
2097,1,93,r1,bf16,142.3000,2.1386,2.1478,140.1522,2478,ok
1622,811,433,r4,bf16,147.2801,5.3254,5.3304,141.9497,56111,ok
4080,1952,153,r7,bf16,148.0000,13.6212,13.6264,134.3736,142783,ok
3393,3222,1357,r7,bf16,183.1000,50.0106,50.0154,133.0846,1079649,ok
2387,5837,11,r3,bf16,151.6600,21.6457,21.6503,130.0097,127373,ok
1,106,21,r0,bf16,139.8500,1.6760,1.6818,138.1682,382,ok
6,13,1489,r4,bf16,135.2800,1.1994,1.2044,134.0756,4655,ok
3306,1350,708,r5,bf16,149.6300,14.7471,14.7523,134.8777,243407,ok
4415,1032,765,r5,bf16,148.1800,13.2166,13.2216,134.9584,259037,ok
69,1,37,r0,bf16,138.8000,1.6492,1.6550,137.1450,450,ok
4,4772,47,r2,bf16,134.1700,1.2039,1.2094,132.9606,14667,ok
1977,1,3,r1,bf16,139.7399,1.6824,1.6913,138.0486,2358,ok
2851,2,72,r1,bf16,134.0100,1.1919,1.1988,132.8111,3232,ok
414,6128,759,r6,bf16,141.5600,8.1639,8.1694,133.3905,229247,ok
63,4139,3582,r6,bf16,147.3200,10.7376,10.7428,136.5772,411179,ok
4,4121,2986,r6,bf16,136.6700,4.8383,4.8441,131.8258,305711,ok
6,124,6,r0,bf16,133.0300,1.0790,1.0846,131.9454,387,ok
11,3021,1,r2,bf16,134.6900,1.3049,1.3144,133.3756,9431,ok
6,2822,871,r6,bf16,143.9700,2.6959,2.7016,141.2684,62467,ok
1,3023,49,r2,bf16,142.4400,2.1022,2.1114,140.3286,9191,ok
443,4503,1,r2,bf16,139.2500,5.0376,5.0454,134.2046,29699,ok
2204,263,6,r1,bf16,140.8400,2.4026,2.4078,138.4322,7757,ok
3490,6003,114,r3,bf16,162.1800,31.2952,31.3002,130.8798,181983,ok
4339,141,323,r5,bf16,135.2100,2.9702,2.9756,132.2344,28325,ok
1792,4426,99,r2,bf16,143.1500,13.0558,13.0611,130.0889,76089,ok
3185,67,4,r1,bf16,137.5400,1.6450,1.6511,135.8889,3566,ok
3651,2318,11,r3,bf16,145.1000,14.3360,14.3408,130.7592,76626,ok
4911,3188,6,r3,bf16,156.3800,23.2378,23.2429,133.1371,132324,ok
3998,18,347,r5,bf16,141.8600,1.7077,1.7132,140.1469,13139,ok
456,4659,1460,r6,bf16,146.8800,12.4137,12.4191,134.4609,372071,ok
4993,2760,222,r7,bf16,149.3500,21.8848,21.8896,127.4605,236499,ok
1138,45,652,r4,bf16,138.8700,1.5944,1.5993,137.2707,9119,ok
472,59,107,r0,bf16,131.0900,1.2489,1.2543,129.8356,853,ok
5885,5022,491,r7,bf16,185.6700,49.9245,49.9306,135.7394,1002719,ok
3487,2873,9,r3,bf16,146.3000,15.6117,15.6168,130.6832,88986,ok
1392,4728,5912,r6,bf16,251.9500,113.6844,113.6895,138.2605,3084985,ok
23,1991,49,r2,bf16,134.4700,1.2887,1.2946,133.1754,6479,ok
2499,2945,6,r3,bf16,143.5400,13.3247,13.3303,130.2097,69143,ok
20,4068,7,r2,bf16,139.1500,1.4278,1.4332,137.7168,12863,ok
2216,2969,13,r3,bf16,148.6000,12.0890,12.0943,136.5057,62351,ok
3730,2462,9,r3,bf16,167.4700,15.6402,15.6454,151.8246,82239,ok
2,2245,322,r6,bf16,138.1500,1.4474,1.4527,136.6973,20735,ok
2960,116,2,r1,bf16,138.1500,1.8935,1.8997,136.2503,3341,ok
3683,16,668,r5,bf16,142.6300,1.9804,1.9857,140.6443,24389,ok
2,636,7,r0,bf16,135.9600,1.0969,1.1028,134.8572,1919,ok
2535,2749,55,r3,bf16,143.8700,12.4863,12.4914,131.3786,64173,ok
145,2135,948,r6,bf16,141.8200,2.9658,2.9714,138.8486,71671,ok
204,22,4049,r4,bf16,138.3300,1.8165,1.8224,136.5076,18751,ok
4929,2313,1339,r7,bf16,189.1700,57.2230,57.2286,131.9414,1109998,ok
3729,3519,65,r3,bf16,151.8700,21.3676,21.3725,130.4974,115107,ok
6,252,2,r0,bf16,136.6500,1.1347,1.1406,135.5094,775,ok
1931,2200,19,r3,bf16,145.1300,9.4471,9.4524,135.6776,41633,ok
3099,2402,7,r3,bf16,147.2400,13.6082,13.6136,133.6264,66138,ok
3175,2285,1301,r7,bf16,162.7800,33.8169,33.8221,128.9579,704285,ok
5137,2076,2,r3,bf16,148.5100,17.5467,17.5515,130.9585,93822,ok
84,4050,1,r2,bf16,138.0400,1.7911,1.8003,136.2398,14911,ok
3505,3896,3,r3,bf16,152.0200,21.8686,21.8732,130.1468,120496,ok
119,5071,1349,r6,bf16,147.7100,5.8398,5.8453,141.8648,220439,ok
4928,51,45,r1,bf16,140.1700,1.7701,1.7758,138.3942,5309,ok
3684,3214,1432,r7,bf16,191.2400,56.0660,56.0712,135.1687,1268591,ok
413,3882,39,r2,bf16,143.4800,4.3257,4.3309,139.1491,24644,ok
5263,336,651,r5,bf16,145.8200,6.6089,6.6142,139.2059,101609,ok
721,4,16,r0,bf16,135.3500,1.1137,1.1186,134.2314,1102,ok
4,2105,90,r2,bf16,132.3300,1.1798,1.1854,131.1446,6561,ok
297,5412,745,r6,bf16,145.0800,6.3004,6.3054,138.7747,175181,ok
624,417,24,r0,bf16,139.0100,1.7940,1.7989,137.2111,4023,ok
2481,4,96,r1,bf16,133.9400,1.1842,1.1895,132.7506,2862,ok
891,198,3473,r4,bf16,148.1100,4.6651,4.6703,143.4397,71287,ok
78,19,6,r0,bf16,142.8699,1.2156,1.2209,141.6490,459,ok
2220,5427,10,r3,bf16,153.6100,19.2898,19.2957,134.3143,111885,ok
5107,94,413,r5,bf16,137.8000,2.6224,2.6280,135.1720,21955,ok
1859,4083,133,r6,bf16,151.9700,13.6398,13.6446,138.3254,143423,ok
2080,3034,102,r3,bf16,145.0900,11.8443,11.8498,133.2402,59087,ok
8,39,4411,r4,bf16,134.9400,1.3375,1.3424,133.5976,13649,ok
746,5269,792,r6,bf16,155.4301,13.9338,13.9391,141.4910,331631,ok
1061,3090,7,r2,bf16,149.4701,7.5175,7.5226,141.9475,36074,ok
2103,4873,515,r7,bf16,158.1800,24.9035,24.9088,133.2712,484574,ok
48,6054,65,r2,bf16,141.9000,1.7864,1.7910,140.1090,20639,ok
4203,3,1748,r5,bf16,151.4100,4.3130,4.3193,147.0907,64189,ok
2166,6048,773,r7,bf16,181.6500,39.5668,39.5721,142.0779,856127,ok
2602,6,2,r1,bf16,135.7800,1.2355,1.2414,134.5386,2983,ok
2590,39,795,r5,bf16,145.9800,2.0875,2.0934,143.8866,20803,ok
5661,5926,13,r3,bf16,182.5600,48.1243,48.1297,134.4303,284020,ok
5036,5,4747,r5,bf16,143.0100,8.3554,8.3606,134.6494,205883,ok
16,3976,5,r2,bf16,137.8300,1.3284,1.3349,136.4951,12735,ok
84,4437,27,r2,bf16,143.7000,1.9774,1.9839,141.7161,16309,ok
963,87,309,r4,bf16,141.6600,1.5804,1.5855,140.0745,4034,ok
15,1243,258,r4,bf16,141.0700,1.3524,1.3581,139.7119,11909,ok
1232,4236,21,r2,bf16,151.1500,10.0669,10.0722,141.0778,54875,ok
48,2110,913,r6,bf16,141.8600,2.3313,2.3368,139.5232,58479,ok
2685,2,9,r1,bf16,138.3200,1.1068,1.1130,137.2069,3066,ok
2549,3684,72,r3,bf16,152.4100,15.2012,15.2057,137.2043,84998,ok
2159,3701,503,r7,bf16,152.4600,17.3131,17.3182,135.1418,294755,ok
2611,4150,2232,r7,bf16,213.9700,77.7351,77.7408,136.2292,1777841,ok
2356,3739,1031,r7,bf16,169.9500,34.4749,34.4803,135.4696,739259,ok
5,49,924,r4,bf16,135.8290,1.2459,1.2512,134.5778,3095,ok
5629,2,213,r5,bf16,141.8900,1.6223,1.6276,140.2624,12021,ok
6032,3750,1,r3,bf16,166.1100,31.8568,31.8654,134.2446,192419,ok
372,3862,120,r2,bf16,145.1000,4.3662,4.3721,140.7279,23373,ok
3926,3253,734,r7,bf16,162.7400,30.9759,30.9808,131.7592,672047,ok
3444,3383,5,r3,bf16,154.2600,18.1638,18.1686,136.0914,103301,ok
1155,5524,130,r6,bf16,152.0800,12.0149,12.0199,140.0601,135255,ok
45,4152,366,r6,bf16,146.0800,1.9654,1.9709,144.1091,42272,ok
559,766,226,r4,bf16,145.9200,2.3169,2.3226,143.5974,11291,ok
37,13,688,r4,bf16,135.5600,1.1982,1.2030,134.3570,2513,ok
33,5322,2,r2,bf16,139.5400,1.6072,1.6134,137.9266,17429,ok
2516,2262,151,r7,bf16,143.8700,11.1176,11.1229,132.7470,104327,ok
2469,4554,5802,r7,bf16,303.4200,165.1729,165.1780,138.2420,4721255,ok
3489,3888,336,r7,bf16,159.0500,24.9981,25.0035,134.0465,360002,ok
3781,2579,5,r3,bf16,155.0100,16.3882,16.3929,138.6170,87422,ok
4214,1,191,r5,bf16,140.6200,3.2711,3.2793,137.3407,9191,ok
44,5394,1038,r6,bf16,148.9689,3.4759,3.4816,145.4874,164861,ok
5823,3037,9,r3,bf16,164.8000,26.0867,26.0926,138.7074,148919,ok
10,2059,2,r2,bf16,135.7000,1.2622,1.2679,134.4321,6663,ok
4726,4602,1257,r7,bf16,206.6600,74.6237,74.6290,132.0310,1838879,ok
1483,4968,3750,r6,bf16,221.5700,86.8060,86.8115,134.7586,2182049,ok
2212,5709,690,r7,bf16,168.1800,34.2211,34.2262,133.9538,700379,ok
356,26,6,r0,bf16,137.3500,1.2936,1.2992,136.0508,737,ok
174,110,46,r0,bf16,137.2300,1.2917,1.2972,135.9328,555,ok
29,30,2606,r4,bf16,139.6810,1.4293,1.4344,138.2465,8630,ok
1935,1,20,r1,bf16,141.5900,1.8103,1.8193,139.7707,2316,ok
5352,2134,151,r7,bf16,153.3700,18.7143,18.7196,134.6504,194955,ok
1,6010,2104,r6,bf16,149.9800,19.8080,19.8163,130.1637,306016,ok
2,5,192,r4,bf16,132.2500,1.1112,1.1166,131.1334,767,ok
15,2748,167,r6,bf16,138.6200,1.4494,1.4547,137.1653,17467,ok
921,3135,1033,r6,bf16,150.8200,14.7969,14.8023,136.0177,293174,ok
113,2682,1,r2,bf16,137.5500,1.6682,1.6778,135.8722,10394,ok
4905,86,5482,r5,bf16,149.8800,19.3220,19.3276,130.5524,227340,ok
515,5483,1004,r6,bf16,144.6100,11.3916,11.3972,133.2128,308567,ok
3685,5756,132,r7,bf16,160.7300,30.8669,30.8723,129.8577,366029,ok
93,20,1124,r4,bf16,138.5300,1.3323,1.3379,137.1921,4274,ok
3,475,367,r4,bf16,133.6600,1.2774,1.2827,132.3773,4619,ok
4063,6015,2,r3,bf16,169.3700,35.3060,35.3111,134.0589,208914,ok
2127,2722,12,r3,bf16,140.3500,10.5339,10.5390,129.8111,55197,ok
2480,3807,480,r7,bf16,155.2800,19.9859,19.9909,135.2891,343439,ok
68,1994,465,r6,bf16,131.7700,1.8947,1.9005,129.8695,28799,ok
21,202,8,r0,bf16,128.3500,1.2425,1.2482,127.1018,805,ok
2500,12,553,r5,bf16,138.6600,1.6650,1.6703,136.9897,14409,ok
1270,2770,81,r2,bf16,137.5700,7.9219,7.9269,129.6431,36343,ok
4695,116,14,r1,bf16,129.5600,2.2843,2.2899,127.2701,5076,ok
4,3787,4,r2,bf16,130.6200,1.1460,1.1513,129.4686,11579,ok
4544,6,3269,r5,bf16,151.8000,7.8457,7.8504,143.9496,128075,ok
5199,4941,213,r7,bf16,171.4200,38.4299,38.4351,132.9849,435317,ok
2195,4395,116,r3,bf16,145.3000,16.4062,16.4108,128.8892,90194,ok
4,3674,809,r6,bf16,145.4700,2.0599,2.0652,143.4047,78357,ok
2820,4,8,r1,bf16,134.1400,1.1346,1.1396,133.0004,3201,ok
199,2581,4,r2,bf16,142.1700,2.2933,2.2988,139.8712,12200,ok
1,288,30,r0,bf16,132.0800,1.6761,1.6850,130.3950,1148,ok
1,4403,1,r2,bf16,141.2400,1.0880,1.6609,139.5791,13404,ok
6142,736,30,r1,bf16,144.7800,8.3415,8.3465,136.4335,39143,ok
1374,1715,159,r4,bf16,139.9200,6.1565,6.1625,133.7575,49167,ok
5915,3346,5086,r7,bf16,381.4700,246.3820,246.3873,135.0827,6800759,ok
2001,3912,4,r3,bf16,146.4700,13.4824,13.4881,132.9819,73872,ok
4159,222,3824,r5,bf16,148.9000,13.3854,13.3902,135.5098,272459,ok
3062,4682,124,r3,bf16,150.2400,21.8066,21.8118,128.4282,127427,ok
2298,1932,18,r3,bf16,144.4200,9.4666,9.4722,134.9478,42879,ok
2690,28,5222,r5,bf16,145.1500,10.1374,10.1427,135.0073,125951,ok
4995,2520,3,r3,bf16,149.4000,19.1449,19.1497,130.2503,107539,ok
5919,1984,66,r3,bf16,150.5800,18.7953,18.8005,131.7795,100815,ok
677,4817,64,r2,bf16,147.3100,7.3475,7.3528,139.9572,40241,ok
2,4125,6056,r6,bf16,149.2900,15.7684,15.7734,133.5166,608255,ok
35,2,8,r0,bf16,136.4400,1.0791,1.0852,135.3548,416,ok
552,2102,1,r2,bf16,134.7800,3.5796,3.5875,131.1925,15877,ok
1,4,5,r0,bf16,136.1000,1.1213,1.1271,134.9730,382,ok
5452,27,9,r1,bf16,142.5400,1.5407,1.5467,140.9934,5833,ok
20,5908,656,r6,bf16,138.3700,2.5807,2.5866,135.7835,113363,ok
5551,1945,3651,r7,bf16,260.5400,127.8400,127.8454,132.6946,2752911,ok
142,218,80,r0,bf16,138.4300,1.3169,1.3223,137.1077,1047,ok
3796,203,2761,r5,bf16,143.1400,8.3946,8.3994,134.7406,183831,ok
2409,2854,328,r7,bf16,146.1401,14.6323,14.6371,131.5029,192578,ok
3,12,46,r0,bf16,133.6200,1.0812,1.0867,132.5333,384,ok
31,137,158,r4,bf16,137.2000,1.2348,1.2404,135.9596,1651,ok
2019,670,1809,r5,bf16,144.5500,10.7834,10.7886,133.7613,216089,ok
54,2800,1919,r6,bf16,140.7900,4.8338,4.8393,135.9508,143879,ok
5879,4657,73,r3,bf16,173.6200,39.1418,39.1466,134.4734,231656,ok
155,16,5340,r4,bf16,136.2300,1.8614,1.8672,134.3628,22553,ok
2367,4855,391,r7,bf16,153.2800,22.4792,22.4843,130.7958,417847,ok
4754,197,8,r1,bf16,134.6400,3.0177,3.0233,131.6167,10271,ok
46,1204,201,r4,bf16,134.9000,1.3392,1.3440,133.5559,8559,ok
320,105,1117,r4,bf16,138.4600,1.7305,1.7356,136.7244,6317,ok
594,4595,2,r2,bf16,143.7200,6.2424,6.2470,137.4730,35135,ok
2010,14,1549,r5,bf16,137.2000,2.1991,2.2044,134.9956,31095,ok
972,57,27,r0,bf16,134.2400,1.3680,1.3732,132.8668,1353,ok
3,2854,7,r2,bf16,138.2000,1.1461,1.1516,137.0484,8854,ok
5413,2502,109,r3,bf16,159.8000,21.9425,21.9471,137.8529,115899,ok
934,34,490,r4,bf16,138.8600,1.5769,1.5825,137.2775,5263,ok
11,2576,388,r6,bf16,134.7100,1.7124,1.7180,132.9920,33011,ok
1,3558,994,r6,bf16,142.4700,8.5911,8.5994,133.8706,85791,ok
3406,4131,965,r7,bf16,176.1700,45.5789,45.5844,130.5856,1000031,ok
1266,5641,1,r2,bf16,145.8000,11.1669,11.1749,134.6251,74159,ok
1951,3,1316,r5,bf16,144.2700,2.2589,2.2648,142.0052,25662,ok
3207,9,1660,r5,bf16,137.5000,4.6995,4.7057,132.7943,46656,ok
4558,4923,3325,r7,bf16,317.1900,181.7175,181.7231,135.4669,5009159,ok
1478,3110,180,r6,bf16,145.2300,10.5032,10.5082,134.7219,92999,ok
2252,3678,1,r3,bf16,150.4800,12.6515,12.6600,137.8200,76385,ok
2855,2102,16,r3,bf16,147.3400,11.4930,11.4985,135.8415,55028,ok
2130,2300,21,r3,bf16,143.5200,9.5401,9.5455,133.9745,45215,ok
17,1584,22,r0,bf16,139.6000,1.2675,1.2732,138.3267,5186,ok
1,1296,3,r0,bf16,137.7300,1.6865,1.6962,136.0338,4212,ok
56,2091,7,r2,bf16,135.0200,1.4421,1.4474,133.5726,7445,ok
3536,2469,604,r7,bf16,151.9090,24.5689,24.5747,127.3343,391799,ok
4,2340,24,r2,bf16,135.9600,1.1346,1.1402,134.8198,7333,ok
2,2984,2420,r6,bf16,139.8100,5.3197,5.3251,134.4849,175103,ok
823,4228,1,r2,bf16,143.6900,7.9027,7.9106,135.7793,40969,ok
2,5433,904,r6,bf16,140.8800,3.2403,3.2456,137.6344,132095,ok
120,2,34,r0,bf16,138.4000,1.0940,1.0999,137.3001,501,ok
1,1383,1330,r4,bf16,140.8700,5.1499,5.1583,135.7117,46342,ok
2579,3337,3,r3,bf16,150.5200,15.3902,15.3958,135.1243,79946,ok
4255,29,245,r5,bf16,143.8100,1.8694,1.8754,141.9346,9273,ok
2296,2328,144,r7,bf16,144.9000,10.5722,10.5777,134.3223,101763,ok
10,5473,14,r2,bf16,136.0000,1.2925,1.2980,134.7020,16855,ok
566,1037,2,r0,bf16,139.7000,2.5305,2.5363,137.1636,8531,ok
6134,5029,3648,r7,bf16,440.2700,292.0987,292.1040,148.1660,7558559,ok
44,182,653,r4,bf16,143.4200,1.3794,1.3847,142.0353,5111,ok
2152,1933,3,r3,bf16,150.3900,8.9510,8.9565,141.4335,40543,ok
323,1954,3698,r6,bf16,148.5500,9.9914,9.9967,138.5533,327119,ok
2137,4690,1703,r7,bf16,185.5700,53.1956,53.2008,132.3692,1304841,ok
396,19,17,r0,bf16,138.3100,1.2520,1.2575,137.0525,777,ok
1969,2445,63,r3,bf16,139.5000,10.6569,10.6626,128.8374,47019,ok
7,4081,2,r2,bf16,139.4000,1.2768,1.2826,138.1174,12447,ok
2670,3074,141,r7,bf16,148.7100,14.4290,14.4346,134.2755,152599,ok
2471,27,6,r1,bf16,139.4800,1.3793,1.3848,138.0952,2852,ok
2749,4367,100,r3,bf16,151.9700,18.4873,18.4921,133.4779,109584,ok
2393,370,9,r1,bf16,143.5500,2.9622,2.9674,140.5825,8324,ok
2879,1,113,r1,bf16,139.6900,2.3980,2.4073,137.2827,3260,ok
2,4025,4710,r6,bf16,150.4200,12.5004,12.5058,137.9142,454655,ok
1430,4,2,r0,bf16,135.4800,1.1872,1.1936,134.2864,1811,ok
477,2,2,r0,bf16,139.4900,1.1560,1.1627,138.3273,858,ok
155,4680,1752,r6,bf16,143.8700,6.8940,6.8987,136.9713,278165,ok
2411,78,1523,r5,bf16,143.2600,3.8198,3.8254,139.4346,33515,ok
4388,3625,2381,r7,bf16,248.7000,112.8844,112.8896,135.8104,2628269,ok
28,2157,2353,r6,bf16,144.1800,3.6911,3.6968,140.4832,132429,ok
15,2998,1586,r6,bf16,141.0300,3.3708,3.3763,137.6537,123863,ok
2405,4168,1887,r7,bf16,200.2800,60.3723,60.3776,139.9024,1379564,ok
2130,3,878,r5,bf16,139.4800,2.3053,2.3114,137.1686,17583,ok
15,5794,15,r2,bf16,136.8099,1.3429,1.3486,135.4613,18261,ok
58,3660,122,r2,bf16,142.2900,1.8239,1.8298,140.4603,12759,ok
4729,74,29,r1,bf16,146.9300,1.9471,1.9529,144.9771,5110,ok
4630,31,46,r1,bf16,143.0199,1.4760,1.4816,141.5384,5011,ok
2193,3946,1515,r7,bf16,178.1900,39.5517,39.5575,138.6326,957899,ok
101,995,109,r0,bf16,144.3700,1.4303,1.4355,142.9345,3863,ok
4580,18,7,r1,bf16,139.8100,1.4319,1.4370,138.3731,4961,ok
3111,3565,7,r3,bf16,154.6400,17.8567,17.8616,136.7784,97803,ok
142,3343,15,r2,bf16,142.7600,2.1930,2.1984,140.5616,14147,ok
4320,18,18,r1,bf16,139.6500,1.4425,1.4476,138.2024,4701,ok
2092,24,14,r1,bf16,136.6200,1.3001,1.3053,135.3147,2473,ok
3666,2414,1,r3,bf16,149.1500,13.2238,13.2320,135.9180,76911,ok
240,4003,4525,r6,bf16,148.8000,16.2845,16.2898,132.5101,716543,ok
307,4971,1,r2,bf16,133.9400,4.2361,4.2443,129.6957,26870,ok
4,3169,7,r2,bf16,138.1800,1.1313,1.1369,137.0431,9649,ok
2026,4285,167,r7,bf16,148.8200,14.4841,14.4896,134.3304,163743,ok
5199,5604,2,r3,bf16,174.9200,41.0097,41.0148,133.9051,245563,ok
2669,417,414,r5,bf16,139.7500,4.5051,4.5112,135.2388,48815,ok
4,1482,519,r4,bf16,141.8700,1.5301,1.5359,140.3341,23159,ok
3,18,392,r4,bf16,137.8600,1.1103,1.1160,136.7440,1539,ok
3709,3941,27,r3,bf16,155.5400,21.9543,21.9598,133.5802,126820,ok
884,1,1575,r4,bf16,147.4000,4.5069,4.5152,142.8848,16457,ok
71,2111,512,r6,bf16,148.4799,2.1432,2.1488,146.3311,30803,ok
1616,13,934,r4,bf16,137.9900,1.8640,1.8700,136.1200,15983,ok
2,889,1677,r4,bf16,139.5700,1.6024,1.6079,137.9621,37631,ok
4029,2,161,r5,bf16,145.2000,1.3615,1.3671,143.8329,8821,ok
62,3240,1410,r6,bf16,136.5000,4.1413,4.1464,132.3536,138527,ok
1921,3,185,r5,bf16,136.0900,1.2637,1.2695,134.8206,4605,ok
2,1996,152,r6,bf16,137.5900,1.1964,1.2017,136.3883,12287,ok
2966,4887,3,r3,bf16,156.9400,22.3789,22.3848,134.5553,130571,ok
8,4868,4507,r6,bf16,151.1400,14.1532,14.1584,136.9817,547559,ok
84,2115,15,r2,bf16,139.9100,1.5805,1.5861,138.3239,7921,ok
15,4518,3705,r6,bf16,148.1000,11.2989,11.3042,136.7958,414467,ok
3830,2655,58,r3,bf16,148.2200,16.7772,16.7821,131.4379,88451,ok
2565,9,36,r1,bf16,136.8800,1.2446,1.2502,135.6298,2946,ok
1233,3,287,r4,bf16,137.5300,1.2665,1.2720,136.2580,4844,ok
4749,387,4,r1,bf16,141.7000,4.7118,4.7172,136.9828,20523,ok
1657,1,1,r0,bf16,139.7100,1.0475,1.6373,138.0727,2038,ok
5,426,94,r0,bf16,139.6800,1.1814,1.1873,138.4927,1547,ok
65,209,14,r0,bf16,136.8100,1.2523,1.2576,135.5524,893,ok
5861,2240,4742,r7,bf16,331.5000,192.7539,192.7592,138.7408,4270211,ok
3682,3814,2136,r7,bf16,240.8200,109.4427,109.4479,131.3721,2072639,ok
2142,490,75,r1,bf16,138.5600,3.3388,3.3442,135.2159,10095,ok
4485,487,261,r5,bf16,145.5900,5.9763,5.9816,139.6084,58403,ok
43,159,3,r0,bf16,138.2100,1.2260,1.2319,136.9781,849,ok
1114,4018,96,r2,bf16,144.2300,8.8088,8.8137,135.4163,47871,ok
463,1,5929,r4,bf16,144.1200,6.9389,6.9475,137.1725,39714,ok
4130,1970,230,r7,bf16,149.4200,14.7127,14.7180,134.7020,144383,ok
3763,1807,1990,r5,bf16,175.0400,41.0387,41.0437,133.9963,994799,ok
4193,3201,1995,r7,bf16,210.3701,74.9467,74.9519,135.4182,1903199,ok
46,84,4884,r4,bf16,139.3600,1.8840,1.8901,137.4699,16691,ok
1247,10,7,r0,bf16,135.7800,1.2762,1.2823,134.4978,1628,ok
3211,97,13,r1,bf16,140.0700,1.8461,1.8522,138.2179,3592,ok
3001,33,1283,r5,bf16,139.7300,3.1818,3.1875,136.5425,37212,ok
2235,5629,360,r7,bf16,157.4100,23.6548,23.6604,133.7496,345443,ok
1961,8,951,r5,bf16,133.2500,2.0228,2.0283,131.2217,18743,ok
2301,3,1179,r5,bf16,138.8300,1.9606,1.9662,136.8638,26829,ok
4277,3924,6,r3,bf16,156.0000,24.5919,24.5976,131.4024,144428,ok
2,4742,202,r6,bf16,134.8500,1.4290,1.4349,133.4152,29183,ok
5065,54,6,r1,bf16,136.0200,1.7679,1.7740,134.2460,5446,ok
91,18,16,r0,bf16,132.3200,1.1846,1.1897,131.1303,472,ok
1,172,15,r0,bf16,139.5100,1.6371,1.6462,137.8638,765,ok
44,182,216,r4,bf16,135.2100,1.2681,1.2734,133.9366,1703,ok
35,1996,82,r2,bf16,135.7200,1.3368,1.3424,134.3776,6671,ok
62,5526,329,r6,bf16,140.8800,2.3144,2.3202,138.5598,58607,ok
2762,2,2608,r5,bf16,144.8200,3.3029,3.3087,141.5113,66023,ok
3397,4287,92,r3,bf16,151.8200,22.9695,22.9753,128.8447,128485,ok
209,2054,200,r6,bf16,141.7900,2.2919,2.2981,139.4919,20093,ok
3037,2697,195,r7,bf16,155.9700,14.3932,14.3985,141.5715,150435,ok
3,5690,437,r6,bf16,141.4700,2.2745,2.2799,139.1901,69299,ok
3,79,164,r4,bf16,138.1000,1.1488,1.1543,136.9457,769,ok
2036,2234,294,r7,bf16,141.3000,10.7190,10.7248,130.5752,130571,ok
3,3868,3,r2,bf16,136.9100,1.1775,1.1834,135.7266,11934,ok
3648,1,638,r5,bf16,139.7900,6.0067,6.0151,133.7749,20149,ok
2671,302,82,r1,bf16,140.0700,2.9027,2.9077,137.1623,9158,ok
4510,4094,195,r7,bf16,160.8400,27.1925,27.1976,133.6424,313087,ok
1983,2518,54,r3,bf16,140.7100,9.5391,9.5448,131.1652,47299,ok
376,583,17,r0,bf16,135.5400,1.7235,1.7293,133.8107,3789,ok
3944,1,4,r1,bf16,133.2400,1.7202,1.7299,131.5101,4325,ok
864,1046,21,r0,bf16,143.1000,3.1048,3.1101,139.9899,11213,ok
6056,2721,67,r3,bf16,156.3100,24.9765,24.9816,131.3284,141635,ok
4679,3312,27,r3,bf16,157.8200,24.0336,24.0395,133.7805,131585,ok
80,1730,156,r4,bf16,137.7300,1.5390,1.5445,136.1854,12935,ok
5311,325,656,r5,bf16,140.4500,6.5488,6.5539,133.8961,102473,ok
371,5133,861,r6,bf16,138.7100,9.3944,9.3995,129.3104,216110,ok
4325,5686,390,r7,bf16,172.6600,39.0625,39.0678,133.5922,847259,ok
700,398,2220,r4,bf16,143.1400,4.5600,4.5647,138.5753,77903,ok
5373,4883,4620,r7,bf16,469.2800,332.8953,332.9010,136.3790,8304464,ok
615,868,17,r0,bf16,139.6300,2.3730,2.3790,137.2510,6978,ok
87,6116,4,r2,bf16,135.0600,2.2074,2.2130,132.8470,22511,ok
457,916,5,r0,bf16,135.1500,2.1481,2.1535,132.9965,6711,ok
4834,1971,3504,r7,bf16,231.5000,97.2245,97.2298,134.2702,2336767,ok
5800,4,137,r5,bf16,132.3700,1.4337,1.4387,130.9313,12363,ok
5709,569,409,r5,bf16,139.4200,8.3112,8.3161,131.1039,121819,ok
1313,80,9,r0,bf16,131.2700,1.4244,1.4300,129.8401,1694,ok
5216,3,23,r1,bf16,135.9200,1.2093,1.2149,134.7051,5597,ok
