d0,d1,d2,size,log2_size,latency_us
8,1,45,360,8.491853,1.042687
8,1,62,496,8.954196,1.043572
8,1,932,7456,12.864186,1.676670
8,1,9750,78000,16.251187,1.957349
8,1,30081,240648,17.876565,2.338058
8,1,38056,304448,18.215836,2.506514
8,8,11,704,9.459432,1.648336
8,8,14,896,9.807355,1.624470
8,8,27,1728,10.754888,1.678479
8,8,136,8704,13.087463,1.677617
8,8,154,9856,13.266787,1.677365
8,8,527,33728,15.041659,1.780221
8,8,3207,205248,17.647009,2.254831
8,8,8903,569792,19.120076,3.149102
8,8,10455,669120,19.351905,3.370627
8,8,38295,2450880,21.224868,7.819612
8,16,22,2816,11.459432,1.676550
8,16,65,8320,13.022368,1.676717
8,16,90,11520,13.491853,1.677745
8,16,127,16256,13.988685,1.677093
8,16,143,18304,14.159871,1.738887
8,16,146,18688,14.189825,1.743367
8,16,157,20096,14.294621,1.743662
8,16,1111,142208,17.117643,2.124330
8,16,1953,249984,17.931476,2.393086
8,16,4164,532992,19.023754,3.062973
8,16,24781,3171968,21.596947,9.628265
8,16,25291,3237248,21.626336,9.792146
8,64,12,6144,12.584963,1.680737
8,64,53,27136,14.727920,1.829316
8,64,63,32256,14.977280,1.913252
8,64,67,34304,15.066089,1.958500
8,64,209,107008,16.707359,2.051570
8,64,215,110080,16.748193,2.055077
8,64,251,128512,16.971544,2.051657
8,64,1343,687616,19.391244,3.508823
8,64,4121,2109952,21.008779,7.065868
8,64,4477,2292224,21.128317,7.426895
8,64,4733,2423296,21.208539,7.838493
8,64,5305,2716160,21.373137,8.524475
8,64,12060,6174720,22.557942,12.778584
8,64,45202,23143424,24.464099,45.888514
8,128,9,9216,13.169925,1.677522
8,128,16,16384,14.000000,1.678251
8,128,25,25600,14.643856,1.707368
8,128,38,38912,15.247928,1.741511
8,128,222,227328,17.794416,2.287631
8,128,230,235520,17.845490,2.314265
8,128,250,256000,17.965784,2.395313
8,128,300,307200,18.228819,2.510147
8,128,311,318464,18.280771,2.537620
8,128,642,657408,19.326429,3.368060
8,128,2852,2920448,21.477758,7.516390
8,128,4194,4294656,22.034111,10.065320
8,128,16367,16759808,23.998502,31.540205
8,256,8,16384,14.000000,1.677366
8,256,10,20480,14.321928,1.678127
8,256,11,22528,14.459432,1.677817
8,256,17,34816,15.087463,1.772851
8,256,18,36864,15.169925,1.801403
8,256,22,45056,15.459432,1.957997
8,256,46,94208,16.523562,1.957573
8,256,102,208896,17.672425,2.279556
8,256,349,714752,19.447083,3.490294
8,256,845,1730560,20.722808,5.979338
8,256,1334,2732032,21.381543,7.195571
8,256,3144,6438912,22.618386,13.070457
8,256,8153,16697344,23.993115,31.225868
8,256,11030,22589440,24.429145,44.762352
8,512,13,53248,15.700440,1.808530
8,512,20,81920,16.321928,1.959010
8,512,26,106496,16.700440,1.961546
8,512,227,929792,19.826548,4.015894
8,512,439,1798144,20.778077,6.139290
8,512,699,2863104,21.449149,8.788105
8,512,702,2875392,21.455327,8.850842
8,512,4959,20312064,24.275834,38.107900
8,512,6543,26800128,24.675737,51.155091
8,1024,14,114688,16.807355,2.002029
8,1024,21,172032,17.392317,2.204157
8,1024,48,393216,18.584963,2.713756
8,1024,59,483328,18.882643,2.949558
8,1024,129,1056768,20.011227,4.314772
8,1024,151,1236992,20.238405,4.734201
8,1024,244,1998848,20.930737,6.653788
8,1024,269,2203648,21.071462,7.172603
8,1024,291,2383872,21.184875,7.614269
8,1024,429,3514368,21.744834,10.459201
8,1024,705,5775360,22.461479,12.392260
8,1024,1835,15032320,23.841564,28.436758
8,1024,1975,16179200,23.947637,30.753057
12,1,12,144,7.169925,1.630160
12,1,22,264,8.044394,1.629998
12,1,33,396,8.629357,1.630450
12,1,188,2256,11.139551,1.684261
12,1,311,3732,11.865733,1.612279
12,1,614,7368,12.847057,1.677011
12,1,1303,15636,13.932584,1.705170
12,1,1682,20184,14.300924,1.741511
